business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
Cotter David B,"5109 Main St, Williamsville, NY 14221","We are located at 5109 Main Street in Williamsville, NY, just off I-290.",dbacotter@aol.com, (716) 634-7920,(716) 634-3299,http://www.cotterandcotterpc.com,Regular Hours,,,OUR firm has experience with: ◦ administrative defense ◦ appeals to intermediate and final appellate courts ◦ child support ◦ civil rights discrimination defense and prosecution ◦ commercial and residential real estate transactions ◦ contracts ◦ corporate counseling and business structuring. Including generational planning ◦ commercial litigation ◦ criminal defense (federal and state. ALL levels of felonies and misdemeanors) ◦ custody and visitation ◦ divorce ◦ DWI ◦ elder LAW ◦ felonies ◦ guardianships ◦ health care LAW ◦ LANDLORD/TENANT disputes ◦ medicaid planning ◦ misdemeanors ◦ nursing home and hospital receivables collection ◦ prevailing wage defense of contractors ◦ prosecution and defense of ALL civil litigation matters ◦ real estate (commercial and residential) transactions ◦ subpoenas seeking protected health information prosecution and defense ◦ trusts ◦ wills and estates ◦ vehicle and traffic violations.,SaaS,"Buffalo, NY"
StorEase Self-Storage,"33 Peuquet Pkwy, Tonawanda, NY 14150",,johnstar27@aol.com, (716) 693-5077,,http://storease.com,Regular Hours,,"amex, cash, check, discover, master card, visa","StorEase Self Storage, centrally located in Tonowanda, NY, provides the highest quality storage units at the most affordable prices in the Buffalo suburban area. We provide our customers with storage units for all kinds of storage needs. Looking to clean out your basement, attic, or garage? Our storage units provide ample space to store almost anything. We can accommodate a variety of differently sized items; from a space small enough to store important documents, to a spot for that classic car that needs to be moved from your garage.",SaaS,"Buffalo, NY"
Towne Automotive Group,"3535 Southwestern Blvd, Orchard Park, NY 14127",,fdowning@towneauto.com, (716) 662-6500,(716) 662-6530,http://www.towneauto.com,Regular Hours,,all major credit cards,"Towne Lincoln-Mercury, located in Orchard Park, N.Y., is an automobile dealership that employs factory-trained technicians. It offers a range of new and pre-owned cars, sport utility vehicles and trucks and wagons. The dealership s inventory of new cars and vans includes the Mercury Mountaineer AWD, Montego, Milan Premier V6, Mariner Hybrid and Grand Marquis LS. It also offers various models of Lincoln, such as the MKX, MKZ AWD, Mark LT, Navigator and Town Car. The pre-owned vehicles includes cars and vans of various makes, such as the BMW, Chevrolet, Chrysler, Dodge, Ford, GMC and Hyundai. The dealership has a finance department that provides various financial options to its customers through certified lenders. Additionally, the dealership has a service department that schedules service appointments and offers online ordering of parts and accessories. Towne Lincoln-Mercury also has a body shop that provides various automobile repair services and basic maintenance needs. The dealership is a part of the Towne Automotive Group.",SaaS,"Buffalo, NY"
Aldi,"4259 Transit Rd, Williamsville, NY 14221",Transitown Plz,, (855) 955-2534,,https://www.aldi.us/en/weekly-specials/our-weekly-ads,Regular Hours,,"cash, amex, discover, master card, visa","Visit your Williamsville ALDI for low prices on groceries and home goods. From fresh produce and meats to organic foods, beverages and other award-winning items, ALDI makes the flavorful affordable. Plus, with new limited-time ALDI Finds added to shelves each week, there’s always something new to discover. Shop online with curbside pickup or delivery, or swing by your neighborhood market at 4259 Transit Rd. to start saving on quality products.",SaaS,"Buffalo, NY"
Law Offices-Kara A Buscaglia,"5707 Main St, Williamsville, NY 14221",,, (716) 580-3360,(716) 580-3361,http://www.rjtalmudlaw.com,Regular Hours,,,"Backed by nearly a decade of experience, the attorney from the Law Offices Of Rebecca J. Talmud in Williamsville, New York, offers legal services for a wide array of family law matters. As the sole practitioner, you can expect nothing less than individualized attention for your case, including adoptions, divorces, and family court proceedings. 
Rebecca has always had a passion for the law. After graduating from Washington University located in St. Louis in 2001, she continued her education at the Boston College Law School. Just three short years later, she graduated with her degree to practice law. Since 2005, she has proudly practiced with various attorney offices throughout the Williamsville area. 
When you choose Rebecca for the legal services you need, she listens to your every concern. Whether you’re going through a family court proceeding or a divorce, she will fight for your rights aggressively. As a mother of two, she understands the level of importance when it comes to individualized attention for all family law matters.",SaaS,"Buffalo, NY"
"The Law Office of Wayne C. Felle, PC","6024 Main St, Williamsville, NY 14221",,, (716) 505-2700,(716) 565-1103,http://www.waynefellelaw.com,Regular Hours,,"discover, visa",Wayne C. Felle. PC has been representing western NEW York families and other claims for personal injury and auto accident injuries caused by the negligence of others in the WILLAMSVILLE. NY area.,SaaS,"Buffalo, NY"
LSWNY - LegalShield,"1770 Grand Island Blvd, Grand Island, NY 14072",LegalShield can be accessed through their authorized independent associate LSWNY by telephone- (716) 771-2271; web - lswny.com email thebigguy@lswny.com,, (716) 771-2271,,http://www.lswny.com,Regular Hours,,"check, visa, discover, mastercard, all major credit cards","LegalShield offers individuals and families peace of mind through low cost legal expense plans. Members pay one low monthly fee and receive access to experience legal professionals in their area and get legal help online. At LegalShield, we’ve been offering legal plans for 40 years, creating a world where everyone can access legal protection—and everyone can afford it. Currently LegalShield provides legal coverage to over 1.4 million members and covers 49 states in the U.S. and 4 provinces in Canada.  (LSWNY is an Independent Associate of LegalShield): http://www.lswny.com",SaaS,"Buffalo, NY"
Valu Muffler & Brake,"6480 Transit Rd, Depew, NY 14043",,richiesmoothe@yahoo.com, (716) 684-5869,,http://www.valuautocare.com,Regular Hours,,"amex, discover, master card, visa",,SaaS,"Buffalo, NY"
Auto Finishers,"2811 Transit Rd, Elma, NY 14059",,, (716) 674-5400,,http://autofinishers.com,Regular Hours,,,,SaaS,"Buffalo, NY"
Richard J Sherwood,"25 Central Ave, Lancaster, NY 14086",,, (716) 684-5123,(716) 501-8913,http://www.richardjsherwoodlaw.com,Regular Hours,,"cash, check, discover, master card, visa","Richard J Sherwood Attorney At Law is an experienced attorney specializing in criminal law. We have more than 30 years of legal experience. Our practice areas include personal injury, divorce, wills, and real estate. Contact us today for more information.",SaaS,"Buffalo, NY"
Valu Muffler & Brake,"2831 Transit Rd, Elma, NY 14059",,, (716) 674-1920,,http://www.valuautocare.com,Regular Hours,,"amex, discover, master card, visa",,SaaS,"Buffalo, NY"
Taylor Devices Inc,"90 Taylor Dr, North Tonawanda, NY 14120",,web@www.taylordevices.com, (716) 694-0800,(716) 695-6015,https://www.taylordevices.com,,,,"Taylor Devices, established in 1955, is one of the leading manufacturers of shock absorbers, liquid springs, shock isolation systems, seismic isolators, vibration dampers, and hydro-mechanical energy management solutions. The products offered by the company include fluid dampers, hydropneumatic springs, crane buffers, crane bumpers, earthquake protection technology, load suspension systems, actuators, acoustic mountings, gun recoil absorbers, and active control systems. The company offers its products to various industries, including steel mills, building and construction, aerospace, defense, automobile. It also provides various services to customers, such as system analysis, research and development, and testing capabilities. Taylor Devices is headquartered in North Tonawanda, N.Y.",SaaS,"Buffalo, NY"
"The Law Office of Gary M. Schaff, Esq.","33 Central Ave, Lancaster, NY 14086","In the heart of the Village of Lancaster, a block away from the Lancaster Opera House. Both street and lot parking are available for your convenience. Turn onto Clark Street and make a left at the driveway to get into the parking lot. Our office is to the",gmschaffattorney@verizon.net, (716) 685-4636,(716) 683-3341,,Regular Hours,,"check, cash","We are a general practice firm  committed to assisting you. We welcome any questions you have to  simplify the the complex legal issues you may be facing.  
Our  dedicated legal team can prepare Last Wills and Testaments, Health Care  Proxies, and Power of Attorneys; assist in Estate Planning and Elder  Law matters; set up a Trust for your priceless assets; create and review  real estate contracts; represent you in the sale, purchase, or  refinance of your home; prepare deed transfers; assist in  Landlord/Tenant matters, including lease drafting/review and evictions;  and form small businesses, limited liability companies, partnerships,  and corporations to name a few areas of concentration. 
  
 Please do not hesitate to contact us for an appointment or consultation. Thank you for the opportunity to work with you.",SaaS,"Buffalo, NY"
Scruggs Automotive,"6908 Transit Rd, Williamsville, NY 14221",,info@scruggsauto.com, (716) 565-5625,,http://www.scruggsauto.com,Regular Hours,,"discover, visa, mastercard","Scruggs Automotive Repair has been providing quality car care in Williamsville, NY, since 1981. We are a family owned business delivering honest and professional automotive repair, and auto maintenance services to the people of Williamsville and surrounding areas. Call us today for more information.",SaaS,"Buffalo, NY"
Auto Place Inc,"8150 Main St, Williamsville, NY 14221",,sales@galaxyautoplace.com, (716) 633-7000,(716) 633-9900,http://www.northtownporsche.com,,,cash,,SaaS,"Buffalo, NY"
"Nesper Ferber & DiGiacomo, LLP","200 John James Audubon Pkwy Ste 302, Amherst, NY 14228","Nesper, Ferber & DiGiacomo is located between I-990 and UB's North Campus on Audubon Parkway. The Amherst Police Station, Courthouse, Public Library and Senior Center are across the street from its office.",, (716) 688-3800,,http://www.nfdlaw.com,Regular Hours,,"check, financing available, no credit cards","Nesper, Ferber & DiGiacomo, LLP traces its origin to 1955. We believe our longevity, growth and continued success is due to the timely, honest and professional service we provide to our clients. This strong work ethic has earned us a highly regarded and greatly valued position in the community. A key factor in our growth has been continued relationships with clients and a steady flow of referrals from our existing satisfied client base. Our clients are our highest priority and we pride ourselves on our responsiveness to them. We know that when our clients have a pressing legal matter, they need an accurate and prompt response. It is important to us that our clients know that we are always available and willing to provide legal counsel.",SaaS,"Buffalo, NY"
